longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,school_quality_index,distance_to_highway,property_tax_rate,climate_zone
-91.91068564280076,44.172233413008314,57,7236,2285,12249,5698,97781.73341774875,486296.30532437103,3.1522829089107085,11.190124496849016,1.6683378959764772,Humid Continental
-94.2834642988558,45.88713359427445,46,6223,1673,14245,2590,102178.91227697904,489574.23431877577,5.610703121983725,0.4627221533068445,1.4688389769593504,Cold Continental
-89.99350608785348,49.31682259965221,67,1014,1091,1145,1146,100188.4489764208,423198.42691158823,7.962148915576483,6.260253701752809,1.4694224929781818,Cold Continental
-96.22733663566125,48.693042755363884,31,4446,2515,8044,5873,107949.77909434061,433046.554375018,1.3963634144961796,21.670681655956315,1.8751579692865643,Humid Continental
-94.63968246180798,48.40243242569568,42,4154,1346,14206,1577,32201.534811233225,346646.62476932234,7.24001638361236,4.199247863640851,1.6799929609061968,Humid Continental
-96.4149065343234,45.04741696226964,64,4719,459,6069,1639,97185.29297164248,358947.3214762794,6.834123076438873,10.436610994414554,1.6865684822531746,Cold Continental
-90.0873897774272,44.525325524340396,11,5184,1020,3490,3380,90141.77384312746,151479.26744883828,3.083320863216894,0.45683955608833116,1.430395477364136,Cold Continental
-90.45675304362835,47.51185931954659,9,440,2476,14175,5057,48295.55275202918,294175.2266737985,7.132177119172139,12.01055349359684,1.5435532948725386,Cold Continental
-95.28805530382178,49.07625593476551,49,4865,2610,10591,540,106505.60747100221,297357.0905877274,9.461648721268743,0.623425557482807,1.8440047326867024,Cold Continental
-92.1521244409334,46.84057735808358,62,5182,1062,3004,3189,41854.234258395634,530909.0044071604,1.4210726047459166,20.508277871338418,1.9563172867566856,Humid Continental
-90.92566683843052,46.929676136819396,35,6221,1927,11464,582,84363.99417071267,288299.95680671313,3.876868497628563,20.63885881042888,1.7751859630016646,Cold Continental
-92.9694336695242,45.179874561961704,27,5753,2983,14037,5299,47991.217345273,342697.6166552685,4.943590449997197,19.71478048872901,2.0937021843839565,Cold Continental
-93.16872548882314,48.11695759915162,46,6312,1713,13769,1756,64510.451901925975,335295.64366838714,9.093343230322207,7.155765315388843,1.9484537234060815,Cold Continental
-95.41355213097647,44.62226249134514,14,1263,1740,9846,499,87532.79175556551,382910.3898403905,9.660353019482411,20.94720673372327,1.586609305733326,Humid Continental
-96.57379841111398,45.44207541842546,36,7451,2316,1087,338,75065.97136264373,434187.10241267213,4.997037218466991,13.620653501871205,1.7399685017012319,Cold Continental
-90.30171708796405,46.0526186316985,57,672,316,13263,558,64200.14650624894,193519.26303860117,7.75025570927972,9.40782191078836,2.0968315876896746,Humid Continental
-90.27673915412602,46.54566227210673,34,3935,477,10513,5131,56107.07447455898,333213.23278528044,5.784949213880347,15.6707159966354,1.6668352619402818,Humid Continental
-92.36180863326851,44.95445839449048,43,2841,218,9677,1722,97172.77245670323,469922.145365374,5.840046412672389,0.4072920469033128,1.9547297271717632,Humid Continental
-94.65556762982013,44.18902094843522,35,3910,289,4579,3656,41505.148025185095,303032.76836525527,3.502895635597208,3.6597258522587284,1.7643347050259819,Humid Continental
-94.57616531802124,47.163720254649796,6,1992,2914,3848,1827,64408.230122384004,218090.47133184358,2.9526062127749158,18.583109100439543,1.5727109054846533,Humid Continental
-91.63754570481213,45.23178331944153,16,7194,469,6799,1503,102300.60574201138,391166.17466389755,3.59204811331637,6.179624057032209,1.1385734735814945,Humid Continental
-90.3025399723699,46.987429328535676,43,5575,1901,4331,5204,97667.96403679742,468933.00206759654,6.006952065313714,14.990427021485864,1.3963965272557994,Humid Continental
-90.38072589073208,44.42617629164521,70,6734,2296,9933,1334,62075.340997843734,119044.53474660001,1.262396674198801,9.689054810293438,2.154839954767202,Cold Continental
-91.21697074231054,46.3868406111289,17,6067,751,8881,2386,91048.66908810467,447323.6223673245,9.165240499207652,21.38466389210161,1.7208715365816403,Cold Continental
-92.29215315999656,46.69553659530951,50,7611,1982,14228,5291,95852.86645670874,467958.04916241474,2.406553385947986,23.815141119316426,1.5901535324745857,Humid Continental
-96.64370827303861,43.81094122093456,31,405,1611,9672,3370,101110.99392029038,302300.54669075913,2.980798091842479,22.10076173641774,2.1061392757395185,Cold Continental
-96.039296030062,45.519625669163524,21,5839,869,10390,4035,73560.46152393824,542320.602136495,5.664485588028817,6.838437867870556,1.6211164934524285,Cold Continental
-90.29127732948878,44.30648806163384,64,7113,2521,2215,2351,46356.87088437694,451885.83672536217,7.3910328970355135,4.9346554392474475,1.5365155257843641,Humid Continental
-92.56985333465519,43.8802498228366,68,1981,880,11285,1437,50424.72612031453,445884.77985200624,1.8615614926995758,11.9134288511563,1.8630351972102874,Cold Continental
-97.22826299739029,49.43976139433967,39,4397,1816,12828,3935,53655.57392332834,434005.74422955303,3.8592522779244596,0.28262035582088885,1.7977318665811624,Humid Continental
-96.50852196564495,45.43412306984834,74,4316,2307,6950,3034,77504.19846476923,159279.72748040606,9.718071450169214,0.7426538822932252,1.0704240117718058,Cold Continental
-92.12468620095716,48.35924667512781,34,2936,2498,13730,4460,32624.769930288676,189926.20776838498,3.3610867010285115,13.8769369266127,1.4598315844037697,Humid Continental
-97.2605196459995,45.027843928582584,75,7087,1411,13125,1198,80883.39750239746,303435.4604736355,3.817451305568322,13.05919016371562,1.4615216199474195,Humid Continental
-96.04569719894351,47.58901633334358,78,2437,1349,5933,2767,59148.33907425856,211442.0009813543,8.528486415562302,24.865091526977974,1.3295143213406828,Cold Continental
-93.01987644294063,48.06136715933812,67,3716,622,1598,1507,53619.34419917138,281010.8472736586,1.4519298852140974,5.125861700557576,1.5242108750131544,Cold Continental
-91.90321745799699,47.07383244364706,32,4745,621,7596,856,100359.72565825011,498693.4905645435,5.181518519280738,6.5267878360956635,1.378350356818002,Humid Continental
-92.21470217587972,46.32945713130095,64,3830,882,2826,2860,66800.1916464639,469190.3702644638,4.416550880065032,2.9271619939245386,1.0790836852596564,Humid Continental
-95.55069938620763,45.97104548488361,41,1586,2420,11939,2411,37604.24364261542,379818.34410079184,3.8492808391778603,22.94682094037824,1.3773130821845536,Humid Continental
-91.74500207348922,45.593209599257975,26,7818,1035,9587,2109,96139.74144209977,484735.38135550765,3.571296346402881,19.467499987015422,0.9011877266024473,Cold Continental
-95.44945711752496,49.07717486548695,72,3479,2330,6916,3930,33811.300594920525,450535.29894793464,1.822366943743683,20.5762438752755,1.6061002078841762,Cold Continental
-94.76188235435771,48.483716446726376,24,5458,1788,7480,2246,88139.93793345573,287333.0686468096,3.833432464164839,22.578818320316266,1.9951163685175568,Cold Continental
-91.47736704007941,49.29016146399908,72,7352,587,7263,3362,91912.4977416532,182489.96994297474,1.3874716244410172,13.170009669473371,1.8154019180963774,Cold Continental
-92.23286338743172,44.24578334091327,68,6602,1950,2174,1340,58208.20847430865,326532.47840429604,8.028674772799917,11.334710467123019,1.304551656075756,Humid Continental
-90.67605739814542,47.885204851221864,21,3954,945,11601,466,95983.02850222294,428665.28596313304,4.584050145622105,8.32674769427385,0.9218996878082315,Humid Continental
-92.17061944005732,49.13004274092623,16,7402,2271,8450,2045,71252.75246851626,290753.0154156128,4.995134490879204,14.7714438972616,1.0830091589153792,Humid Continental
-92.86719289398332,44.58739839699396,26,2659,2937,9622,1908,67063.49226182375,396715.07850059273,9.042351278051184,11.41153208006658,1.56368647669277,Humid Continental
-96.56933681094088,43.89897760420067,21,7708,2561,13076,3830,33632.2625174954,133390.61609388006,6.922494854750987,11.343983106478818,1.089879916736246,Cold Continental
-94.43181673613641,47.946723895740355,14,744,2103,9415,3411,53202.33549191247,434082.17873084557,1.072531930079078,23.42950380690536,1.5615623557989546,Humid Continental
-95.23142153208254,46.94683867907947,69,6741,1848,11632,2493,104480.79767082399,463848.2651508085,9.488573406651565,24.602384705550342,1.1242386346694586,Humid Continental
-95.39688078164315,48.55097266054963,26,5347,785,6549,3932,61345.917062680004,415145.4136590489,3.134300193799401,19.932461294306563,1.988493417266502,Cold Continental
-89.71051767293092,44.33863425975774,54,335,2260,1589,4029,73736.04164454146,534941.2502621282,1.9685276628387296,18.943276447148516,1.3561800619766435,Cold Continental
-94.23383774759927,48.27160387115934,18,5503,2269,5078,1710,72561.73431874014,470259.9464318946,7.91315360542794,17.045898228299627,1.1437708763222876,Humid Continental
-90.34203686961851,44.70976392028647,68,1775,1667,9627,675,77234.48718581547,505423.1148232076,5.504295842800463,4.235263823104491,1.9372566523458863,Cold Continental
-92.37711871722135,44.48193565719423,51,4257,1345,10987,1176,34906.47645146261,519442.6983905181,4.903935094162158,1.5717349398037976,1.2799745507276312,Humid Continental
-91.10047183237515,44.48559478758596,33,2098,138,655,1407,58974.10038389826,458620.07626195194,3.245527717144676,17.299085246320253,0.9560827629742947,Cold Continental
-93.3794306737795,48.38744832138829,40,2145,2644,9762,5339,87850.26191060434,400159.0673229896,5.927243408760868,18.24677693418874,1.5985732879650985,Cold Continental
-92.8001496999144,47.4911833241772,56,1708,879,2458,2160,46044.82008583863,92630.54742596307,3.469461446823287,1.269627478343681,1.6141898862131843,Humid Continental
-93.45836198821286,46.63839254861472,11,5591,1356,11193,757,46286.27020370883,304279.84648263734,9.114247047583609,23.20848858069832,1.800573945330028,Cold Continental
-95.77710469517525,45.652982904741016,33,5795,2296,6844,5313,30807.248535121977,352734.6573662861,2.936840317598735,2.3694019221724707,1.1363072064917399,Humid Continental
-91.66487350096025,48.76320324487865,15,2008,2808,6279,5901,64998.554128656775,229853.92532607983,8.959196354101781,7.218923290902938,1.421279874729143,Cold Continental
-95.10997557296132,45.854670644535815,37,5781,2027,12911,1082,100618.75045387376,236328.04557559715,6.034648831546213,16.84250633868774,1.1953150866597189,Cold Continental
-97.11033546183465,48.399596636829465,10,7002,401,6644,2394,34152.07548698472,532133.331226676,8.456393205057168,4.32982760067146,0.9133352305619634,Cold Continental
-92.26531609192409,46.13480945142131,36,3238,2385,5563,4961,45289.49675968021,500186.9979932631,7.415613962748595,1.4798556222118864,2.027259357822248,Cold Continental
-95.91853670062501,45.761666576549445,55,6584,746,4330,2867,54806.763067420405,480622.34253078396,7.270256002930737,8.34554758018733,1.8204177262836778,Cold Continental
-89.96442304204727,46.276078714017636,79,7330,762,9546,5159,88537.97892513702,276765.4287848109,3.9191122692555016,19.17269221389396,1.2220482832423212,Humid Continental
-89.85935709937982,45.308267244984854,62,7585,2383,9331,4877,81250.84742420692,96301.33318810069,3.1050723832498313,10.400599106732981,1.6391221900207809,Cold Continental
-90.1640577562805,47.98565628105751,30,1600,1859,10930,4990,63275.512366548406,126902.23336962848,2.8979760491270934,16.35902575550769,1.0817693033882616,Humid Continental
-94.41276213800754,46.51632234055487,50,7169,2350,10294,5547,90725.51514067006,233610.32938009768,8.714724913536298,14.532515520980601,2.0463312705140795,Cold Continental
-97.17943839107483,44.8932761708809,33,1543,355,7159,1810,78770.48093255216,97241.7399780114,8.38384138233118,0.6532402024369521,0.9608688807066745,Humid Continental
-90.05911521181574,48.89744743964741,8,4276,697,941,3688,101683.26397257752,97888.89968099113,4.965161752110766,24.714645677438096,0.8053720037109213,Cold Continental
-93.96016364312494,45.80334732823927,17,3397,761,6540,5535,95442.13993109544,511637.51875550905,2.1916415214680915,1.1315594116027552,1.502811476834855,Humid Continental
-89.76009241145938,46.76131716668393,43,4916,334,14626,2654,50225.08848713605,414832.91097476485,4.440270267797125,24.198288167447277,1.6163789528340171,Humid Continental
-89.78376417870383,48.93883266578728,19,6202,1468,6425,4694,51715.086210736015,232119.75543135023,6.574091087232203,13.791618041273512,1.6105514484141263,Cold Continental
-90.64652624735459,47.24542797548395,33,309,2681,14978,2146,40028.518063390846,151016.50569643846,5.089628390319575,24.082659773920156,0.8763166984129569,Cold Continental
-95.00329864185723,44.20138824425018,33,5379,869,7858,5010,56957.17805739652,325352.43023173546,8.021703416346956,2.9573646254045025,1.2396613296858057,Cold Continental
-94.29623771690498,49.13899274168085,79,2725,2688,5128,4999,109963.51349752754,92459.23399300766,9.978605400262468,12.311172127719278,1.4988785255778647,Humid Continental
-90.66113396216852,47.26624831842851,36,6052,312,6870,3008,62460.09348920488,521670.32217474625,2.7201887960400715,4.32065188746486,1.1032108598781374,Humid Continental
-94.82800835978104,45.50943368794252,6,1960,562,10028,4025,47639.07477512851,280814.95491891576,5.136857376936152,1.369274437858816,2.021676239680255,Cold Continental
-95.97795657584848,44.33563243598032,51,7125,2583,12392,3736,90998.63075804425,275074.0794091731,4.878855117287398,15.476474965051557,0.9219530052460077,Cold Continental
-92.95695015282487,48.26415113562177,26,2931,382,1448,4002,73397.68027701249,269673.0594876198,3.7404327947405576,5.2738071819461165,1.48233821834086,Humid Continental
-89.9979927615459,47.22043653557108,79,6595,1586,12065,4377,41968.115962156204,121891.03197837179,2.782859650482606,14.733655755359893,1.767982480518413,Humid Continental
-91.8709675859352,46.70076655185793,31,5115,1530,8679,4899,60455.174492869264,383628.2303042402,1.591229048406933,2.897875600529742,1.1664515401882756,Cold Continental
-92.85352287330295,48.863355498305744,71,1372,187,6615,2170,63157.57724314746,427181.6650290426,8.984073855013285,8.366463138674298,1.6739370317965254,Humid Continental
-96.542023348588,48.23158326734718,60,3525,1167,959,4022,90306.37604553749,401017.6828906135,4.7786382791768585,19.562650695525853,1.9611392101993246,Cold Continental
-92.50294363174648,44.41004927839651,25,5254,560,8068,3019,31653.709511352357,153680.32693152138,5.4720596665004395,10.982582893870472,1.0664717651330666,Cold Continental
-89.57757996918674,45.37033240677329,51,1616,2425,5146,1102,51521.57174386484,356266.4772963726,9.252478433808243,15.730860830943675,2.0841088285548084,Cold Continental
-96.2073446811551,44.990934838886794,63,5999,2568,892,564,71407.70410524176,351962.86271923676,7.986614297643531,16.221702724564096,1.5749819457273013,Humid Continental
-93.25702871156285,47.96367775543606,10,4445,1824,12630,4458,51507.739396227465,489468.96245303575,2.174511377054658,21.10950059528361,1.218924806021485,Humid Continental
-90.45649003896195,43.701194608414674,23,7107,1476,2287,3319,80274.72379351991,264398.7228527976,6.088779708469682,8.190577580725368,1.4032015855351792,Humid Continental
-91.52200478151721,46.9193381092279,61,6974,2843,13632,2758,68549.39834196932,260883.53408333973,4.980270488676032,17.213659508304687,1.2370686373009432,Humid Continental
-91.86327722023691,48.074752114444145,73,3983,614,7874,2063,58936.82038876645,374522.4470103654,8.174899653208865,24.044233595449526,1.8151556239066426,Cold Continental
-91.82062414490055,48.7605938205705,7,7527,802,10949,315,105936.69014964098,381213.420609776,7.518092928507543,18.283059025510916,1.9148209287811853,Humid Continental
-94.4959690204859,45.55249049229545,5,7634,1753,1638,2584,80572.7599349166,305871.20456986356,7.213651497199647,12.297774870271837,1.9661123492461257,Cold Continental
-95.00998361473695,48.42754382803208,62,3573,2166,12500,5176,40395.309781435295,293807.3066719937,4.064903519319072,15.804864367849037,2.180075549420038,Cold Continental
-90.9869829872676,44.16379042173124,42,7300,122,5241,4135,74807.33579547165,317307.92849342606,8.24467357359329,18.518104154301394,1.907798009495357,Cold Continental
-90.98111552150239,48.57871375040711,19,445,2560,7918,5135,92458.54825607207,486080.83777152345,1.4715216603537509,15.345666565777423,1.641937698963989,Humid Continental
-90.53683591507519,44.26493197399189,38,5310,1153,6862,5642,86679.17579942379,302136.7745767986,2.436624112889505,0.5152277558969949,1.2749084177484975,Cold Continental
-90.17672369005952,45.883723743362204,65,3340,1930,2954,2690,43767.138343620754,522368.62430611835,4.020609456801205,4.949860092411923,1.5624336281950493,Cold Continental
-93.31152928888469,48.283772194677326,39,1762,2255,10158,5332,107793.59992320827,321841.73125431,1.6912669696235314,20.280658608665103,0.8574954419065677,Humid Continental
-93.38817290143984,44.399504564092645,68,6685,1404,4174,1142,65905.09165972848,526632.31886321,3.1149484978122244,6.889001118080867,1.8427551057418785,Cold Continental
-91.07329760405915,44.875508371395846,29,4976,1234,1877,1924,42722.000299220905,473102.6748597748,8.471358846981264,18.315896777072236,1.4243377631289427,Humid Continental
-92.23028133993343,47.8335154103584,28,7130,2283,7201,2534,44415.660330251834,256718.40840328138,9.534263840110714,9.365793359518296,0.8280325216250627,Humid Continental
-91.82465835738991,47.820219219276446,16,1884,461,3097,2967,37858.79937512644,487275.0537964434,3.7414212019677144,13.094919771132783,0.8875097181145752,Humid Continental
-91.0928171783984,47.346885797311785,22,782,2276,641,1337,94281.44867479475,140629.110732513,3.3806422358995443,1.792535165503152,1.3424530493504594,Cold Continental
-90.35795833382298,47.6636906668026,19,3479,1999,3159,2727,39762.43954574789,515521.7006577867,3.519033870217842,4.612516470137767,1.6167901266258093,Humid Continental
-94.66363777655802,46.756346660085576,31,1549,1384,5096,4317,40010.02057133976,380556.01693813014,3.4994717861575944,23.934204391628942,1.4498855285329775,Humid Continental
-94.37045296940843,45.01079435344172,76,5068,614,9531,3620,98037.72918086701,115019.74432026314,1.323371639673757,22.264437530828157,1.666886044209017,Humid Continental
-96.56694086924122,45.57417596102351,64,930,548,12310,4978,57568.32675580477,386358.0928793733,9.342247116979973,16.341650261386352,1.4724119623078982,Humid Continental
-92.78941490022984,44.589586300808556,50,7104,2023,14470,4106,32468.632344645797,538153.9209065877,2.9232832741329555,11.54515047490486,1.7263853836738856,Cold Continental
-97.0196502643854,48.95070336800177,21,961,1606,6161,3837,34151.62396147287,122108.3011227293,4.780036666732645,16.926456193091074,1.1067764905391213,Humid Continental
-93.66833545856682,47.000350768596725,57,3803,1347,6642,3153,41373.63573631164,345156.3464988397,1.0871819446687097,15.50339619843908,0.95798046205707,Cold Continental
-93.0673718492809,45.90510850058184,12,3152,1955,12609,2567,47071.46783805516,433985.40088931134,8.721595818235514,14.25695116455484,1.635007536475924,Humid Continental
-95.06497823339939,46.27203482186479,31,2766,973,6126,4421,83211.69553907243,462718.9498817844,7.580416100094255,1.5735090894021913,1.4785653237108307,Cold Continental
-92.69150056756172,49.18370003767089,50,1287,2620,9287,476,42586.10240014626,280360.6340475661,9.520804316563328,15.85678500547152,0.8376147156629095,Humid Continental
-97.06209805047541,44.42010841869648,54,7922,1528,10596,2199,39509.95129416576,183916.6172173918,8.034539312767592,19.246109109822093,1.3326746396902502,Cold Continental
-97.00868412775613,47.01737899210078,75,7627,2449,8972,1427,91177.53131810234,109477.44823529656,3.8233586084685873,24.85263320067483,0.9485758196873937,Humid Continental
-90.88371562685467,46.5353320733068,7,1846,2378,923,3952,83684.42270879315,356674.0322647234,3.230860228555813,0.375855959598311,1.5438995644537734,Cold Continental
-94.49051299699215,47.168725412607884,68,949,1854,7499,3935,64825.9377164189,298339.09232310095,7.279446767979636,18.28131898743585,1.3540887515246032,Cold Continental
-96.3089280013153,43.60866110292504,48,1268,1022,13057,895,73944.78171840831,526422.4217688671,4.277014975094495,14.337553966805913,1.6584126755442252,Cold Continental
-93.22650257157252,48.73274345366491,57,2937,2259,4749,1509,54958.721626113474,117878.2575488585,6.095935141773549,10.90789918441582,1.9278431062783337,Humid Continental
-91.29405028583083,49.09270969490167,28,1400,1136,2250,4352,68600.03361882885,405281.85798516264,1.056317239238232,3.2764973468271346,1.2195361573780872,Cold Continental
-95.61659598552463,46.89079910153525,64,6952,1516,5257,3434,70533.81191861967,101484.4621752263,1.5569713151242772,10.286220201008417,2.1469429458310385,Cold Continental
-92.4414542886118,47.679904943261356,7,740,2647,2467,4314,60978.981694247675,168859.72128684964,5.81831147063486,8.923991856354768,1.5498883008226043,Cold Continental
-96.63428977304861,49.03499628706378,24,7721,2745,4588,2511,102525.77685377302,298646.33996450366,6.094644818033486,7.64046423557068,1.6656071182567032,Cold Continental
-96.89688257488486,47.74343180588039,50,5316,2381,4678,3041,31284.94919848049,299241.32368931937,7.763076500134092,18.298902620722973,1.752941322516032,Humid Continental
-93.15543387376844,44.415234257485565,19,1069,2749,8289,4408,92573.70104729969,405422.2497494762,2.1876878766156556,17.54806547997817,1.7334241418006258,Cold Continental
-93.08304605144117,46.95773016100088,29,1643,413,3446,3759,39950.626499305945,508697.99603916804,5.618647753811009,14.766600265424698,1.515359040263087,Cold Continental
-92.32804676831398,47.14029027829714,75,6222,2713,10141,3598,93803.78884297595,383954.7931008636,2.7500287998851976,23.47275385100497,1.400270007560557,Cold Continental
-91.63648759696324,46.044784027814316,21,4658,2356,5894,741,79272.9532541377,528626.145011694,1.8387650760642522,8.811374166103276,0.8752947498483291,Humid Continental
-89.68835378019223,47.918665413748336,13,4029,2097,8380,2894,97462.2472749122,495543.1943438789,4.694462146544991,6.17066824898347,0.8309201834216516,Cold Continental
-93.27285728325067,49.10620208861409,42,4206,1137,11023,4874,37801.1460512718,358869.9059441635,2.470029832801515,16.431992496150148,1.3011456723458705,Cold Continental
-94.78093951105828,49.05341107744066,52,1877,1756,5575,1288,74718.45072798192,473544.2974226606,2.9960378037308675,5.050470117341333,1.2671252468871699,Cold Continental
-91.09754768080411,46.205036228424795,64,7841,2734,10912,3563,70087.03042097576,385585.70074887166,3.8579912188255157,7.943761628867271,1.3427732167746096,Cold Continental
-95.18750844015582,44.17942827504453,67,7080,1878,12481,224,86495.4546370687,126136.60222491449,3.3344956066887663,5.692600757864632,0.9937154812434661,Humid Continental
-93.87602291849603,49.40904719377401,6,7634,1114,7730,1772,72743.24415149406,430659.7726993746,1.7883216766535175,1.8219238361906807,1.8334355787515813,Cold Continental
-96.68804022553033,48.53338851867561,76,4308,1193,11502,3158,73258.76537064833,133657.88298297927,1.8092462037373207,20.70471866672827,1.9997501806867348,Cold Continental
-97.10226420135943,44.2479760872196,15,6902,1224,14447,5868,64367.67548608517,363278.0790620677,2.7392447371075135,6.4380595187493626,2.1142004895236495,Humid Continental
-89.79134236551218,49.02505129570423,68,5394,797,14186,4436,54706.75392058727,413214.4946947853,1.4550326916358505,11.878384833241213,1.4893072249274764,Humid Continental
-90.77935506000479,48.71937817237277,76,3651,2279,13420,1967,68581.14890017538,120602.69977699341,6.638113177092344,1.1785503040323675,1.7812119787756002,Humid Continental
-91.87140119246915,46.61302834275644,25,5095,1504,2031,4943,39479.388701472046,196165.5408062046,3.585940448580118,17.513552709690813,1.9977715728102217,Cold Continental
-94.1101670335687,47.04765261446958,22,2649,1255,13574,2435,106921.06711864678,511209.2268403589,3.5177137099216393,8.33096895742664,1.3856075555308804,Humid Continental
-95.9483043034474,45.89401622322078,68,3902,1143,3490,400,87152.86109012786,373504.6664271323,3.9879846481398866,18.64394452294733,1.2331779128186222,Cold Continental
-96.07979106716553,43.82856983293219,42,5999,2029,7655,3398,106197.36933502775,203291.56865284452,6.965166467887495,10.368836205649865,2.1114143781948864,Humid Continental
-95.34810539431615,45.5111834498754,36,1541,2683,4993,456,48138.19058639706,407712.69472808304,8.835704933351415,4.974314599500052,1.5219471715079025,Cold Continental
-93.01603201529225,48.317120691588066,15,1425,1113,9835,3947,100347.28161412224,364517.1531823772,7.831782393000745,12.878059548822693,1.4961554412272293,Humid Continental
-91.72615180293951,43.527792138027614,49,2901,326,1433,4842,94703.19876508307,320724.8219622562,7.547763072025854,3.349563534972251,1.049782535188894,Cold Continental
-92.1504604616017,45.50099503014687,37,6731,1928,1960,2441,84172.19299661389,539046.0084945185,5.359520670407643,11.069425080837568,0.9514170204026995,Humid Continental
-95.11651560382164,45.88901216154566,45,1490,1592,14640,3375,80002.33488681646,404388.73760745407,7.244250012706706,8.000906387770115,1.9789496074769164,Cold Continental
-89.85205081082708,46.724373617627535,12,7064,921,3223,3806,55323.973221429595,262702.9104472398,5.974861312302249,22.807793646570868,1.6597864466625254,Cold Continental
-91.54440404977301,49.019133698476566,15,5401,2123,11204,3536,95312.86279720246,458033.7787553593,2.94625475367876,1.6171251708459267,1.2561544176272283,Cold Continental
-92.97603839041108,45.57807596619577,55,4431,970,785,5097,70121.23691837871,496908.31474374636,2.8772953096694565,17.381033611232976,1.068430704346373,Cold Continental
-92.52857817937205,45.58171921137737,45,5139,2552,764,5237,35671.32607130283,147601.45737774245,3.667528061877551,4.650504033087153,1.5776961922374841,Cold Continental
-94.02711951306324,47.925007488658494,21,6160,2349,11059,613,55029.0528684104,182254.36980882258,9.197224038728319,8.044222350872772,1.6174870049655896,Cold Continental
-95.36769828189097,46.213307645338844,50,4748,2185,7316,2214,104823.7678836262,189464.42419877867,5.926733563417533,10.446300170245442,1.0897910417430814,Cold Continental
-94.52341310652015,44.84762893763989,36,6318,1895,12139,1581,98054.4208483877,407957.43231780856,7.605148393016825,22.709575725436856,1.9919680470480636,Cold Continental
-91.38880033837792,46.21463709679616,58,372,287,14924,1298,108552.45584612314,367398.19532451034,4.119028838348928,6.140198825238246,0.9179701126181916,Humid Continental
-97.1877307886879,44.3451421222788,24,7091,1180,14465,3626,80239.47060832786,374736.11976135056,4.669441935987027,2.3735891833622884,1.2985303192329904,Cold Continental
-96.39463340404605,44.55832191903734,37,5772,1040,14014,3855,49800.80585123296,522755.71785717044,2.1300902077352624,8.035371139364036,1.752538179267531,Cold Continental
-96.94117939223032,46.49020663643688,78,2214,2420,13608,1109,43025.2039741491,446919.30509136076,2.5416546203950334,2.7064316663347805,1.183768509346881,Humid Continental
-96.98231534191203,46.013552697027286,44,5489,2730,2262,387,44953.15524867693,148850.98527542027,8.44620899343531,3.302052500417757,1.9587452726937806,Cold Continental
-90.62740744471414,48.9890754064086,36,2772,2663,11740,4244,31583.652667780352,249853.25791558326,6.2635476851999385,14.388879889578163,1.835814957240565,Humid Continental
-91.81146869683582,45.674363394699796,6,3346,625,11073,3956,61254.568878875136,290281.0772408384,4.03779219295437,1.6164581341773838,1.904631982367388,Cold Continental
-93.60144413311886,46.98353010166826,37,1007,435,10961,2215,45314.2144399634,272142.33082389826,8.225660880959914,0.8701789466997942,0.9667491502274028,Humid Continental
-96.53689354692219,47.29358572751718,34,2104,2845,540,5609,62932.436836536195,397881.9602144644,3.218679150741847,17.888911126615394,0.9967659791937602,Humid Continental
-93.46539617408871,43.578566739530004,37,7004,1178,6327,2292,104799.55454710123,500270.8274980188,9.784294287401835,9.105012661542007,1.2010632328424171,Cold Continental
-93.60692018791158,47.48122423210026,30,7271,2647,8759,3844,64443.2167605752,230783.67322048248,4.103358469715528,3.2218461959234443,1.5253080312765857,Humid Continental
-95.94902541470188,44.56821580121851,26,4013,2913,1487,2330,100238.7597587868,343863.4827537454,4.0357985873610485,6.414957994406734,1.8472225073791635,Cold Continental
-93.91595713594381,49.26642190481673,70,5351,2683,14587,5442,78440.38132927011,453128.3340802494,3.8072071498303472,16.087954033074734,1.971143247065265,Cold Continental
-94.19166307170049,44.391976366518676,42,2864,261,8304,557,49770.52437291136,281460.30706886074,2.0990036433185915,6.960860521807193,1.786069442340053,Cold Continental
-92.49636923519272,45.98774474236214,50,2775,693,8289,5847,58468.38074073692,167334.33906367607,2.000234325988112,12.413576015498156,2.100035634142894,Cold Continental
-92.34626952323238,44.01209800847187,19,3910,2038,6217,5385,36713.56286571435,308477.44402132416,6.83294531080711,3.1302131374941395,1.8342409134623026,Humid Continental
-96.94662872377805,49.481245511075684,48,4555,2306,12700,5976,56677.007487680836,115402.35954179309,8.876062401022423,14.743531576375629,1.2287750418064607,Cold Continental
-94.37802160591352,46.51317006198745,53,6592,159,14443,2622,84203.27564028272,523496.38884104736,8.114684592445062,7.970334327697275,1.1711137980740016,Humid Continental
-92.41829265742895,47.07231010392026,79,3123,2001,3698,4457,35768.887434354816,124417.7543896876,2.26996834619216,15.71151401976504,1.774669430421526,Humid Continental
-93.37553718307531,43.90245886433056,65,7697,2358,5874,4745,46432.11267824235,291690.0890152659,5.910239096128598,20.22903256937017,1.07001879616546,Cold Continental
-90.61937923873109,47.99976282239507,71,2035,505,5290,1697,60515.28331306492,333745.3801007221,1.9503239137897599,15.32999584281081,0.9298007351343779,Cold Continental
-92.16218967337223,44.75943355857351,10,1885,763,7683,5332,108563.96296127701,543239.7628521513,1.407651792517697,7.464114308616014,1.5451120247986716,Cold Continental
